"Wed","","Wed","Sri","Wed","Wed","Wed","Wed","Wed","Mer","Wed","Wed","Wed","水","Wed","Wed","Qua","Wed","Wed","Wed","Mié","Wed"
"Thu","","Thu","Čet","Thu","Thu","Thu","Thu","Thu","Jeu","Thu","Thu","Thu","木","Thu","Thu","Qui","Thu","Thu","Thu","Jue","Thu"
"Fri","","Fri","Pet","Fri","Fri","Fri","Fri","Fri","Ven","Fri","Fri","Fri","金","Fri","Fri","Sex","Fri","Fri","Fri","Vie","Fri"
"Sat","","Sat","Sub","Sat","Sat","Sat","Sat","Sat","Sam","Sat","Sat","Sat","土","Sat","Sat","Sab","Sat","Sat","Sat","Sáb","Sat"
"Sun","","Sun","Ned","Sun","Sun","Sun","Sun","Sun","Dim","Sun","Sun","Sun","日","Sun","Sun","Dom","Sun","Sun","Sun","Dom","Sun"
"Jan","","Jan","Sij","Jan","Jan","Jan","Jan","Jan","Jan","Jan","Jan","Jan","1月","Jan","Jan","Jan","Jan","Jan","Jan","Ene","Jan"
"Feb","","Feb","Velj","Feb","Feb","Feb","Feb","Feb","Fév","Feb","Feb","Feb","2月","Feb","Feb","Feb","Feb","Feb","Feb","Feb","Feb"
"Mar","","Mar","Ožu","Mar","Mar","Mar","Mar","Mar","Mar","Mar","Mar","Mar","3月","Mar","Mar","Mar","Mar","Mar","Mar","Mar","Mar"
"Apr","","Apr","Tra","Apr","Apr","Apr","Apr","Apr","Avr","Apr","Apr","Apr","4月","Apr","Apr","Abr","Apr","Apr","Apr","Abr","Apr"
"May","","May","Svi","May","May","May","May","May","Mai","May","May","May","5月","May","May","Mai","May","May","May","May","May"
"Jun","","Jun","Lip","Jun","Jun","Jun","Jun","Jun","Juin","Jun","Jun","Jun","6月","Jun","Jun","Jun","Jun","Jun","Jun","Jun","Jun"
"Jul","","Jul","Srp","Jul","Jul","Jul","Jul","Jul","Juill","Jul","Jul","Jul","7月","Jul","Jul","Jul","Jul","Jul","Jul","Jul","Jul"
"Aug","","Aug","Kol","Aug","Aug","Aug","Aug","Aug","Août","Aug","Aug","Aug","8月","Aug","Aug","Ago","Aug","Aug","Aug","Ago","Aug"
"Sep","","Sep","Ruj","Sep","Sep","Sep","Sep","Sep","Sep","Sep","Sep","Sep","9月","Sep","Sep","Set","Sep","Sep","Sep","Sep","Sep"
"Oct","","Oct","Lis","Oct","Oct","Oct","Oct","Oct","Oct","Oct","Oct","Oct","10月","Oct","Oct","Out","Oct","Oct","Oct","Oct","Oct"
"Nov","","Nov","Stu","Nov","Nov","Nov","Nov","Nov","Nov","Nov","Nov","Nov","11月","Nov","Nov","Nov","Nov","Nov","Nov","Nov","Nov"
"Dec","","Dec","Dec","Dec","Dec","Dec","Dec","Dec","Déc","Dec","Dec","Dec","12月","Dec","Dec","Dez","Dec","Dec","Dec","Dic","Dec"
"pm","","pm","pm","pm","pm","pm","pm","pm","pm","pm","pm","pm","午後","pm","pm","pm","pm","pm","pm","p. m.","pm"
"am","","am","am","am","am","am","am","am","am","am","am","am","午前","am","am","am","am","am","am","a. m.","am"
"PM","","PM","PM","PM","PM","PM","PM","PM","PM","PM","PM","PM","午後","PM","PM","PM","PM","PM","PM","P.M.","PM"
"AM","","AM","AM","AM","AM","AM","AM","AM","AM","AM","AM","AM","午前","AM","AM","AM","AM","AM","AM","A.M.","AM"
"Ctrl+Enter","","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Entrée","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Enter","Ctrl+Intro","Ctrl+Enter"
"Tweet","","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","Tweet","ツイート","Tweet","Tweetnij","Enviar","Tweet","Tweet","Tweet","Twittear","Tweet"
"Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Les membres de cette équipe peuvent utiliser Twitter avec @{{account.screenName}} sans connaître le mot de passe.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","このチームのメンバーは、パスワードを知らせずに @{{account.screenName}} として Twitter を操作できます。","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Membros dessa equipe podem usar o Twitter como @{{account.screenName}} sem saber a senha.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password.","Los miembros de este equipo pueden usar Twitter como @{{account.screenName}} sin conocer la contraseña.","Members of this team can use Twitter as @{{account.screenName}} without knowing the password."
"@username or name","","@username or name","@username or name","@username or name","@username or name","@username or name","@username or name","@username or name","@pseudonyme ou nom","@username or name","@username or name","@username or name","@ユーザー名または名前","@username or name","@username or name","@usuário ou nome","@username or name","@username or name","@username or name","@usuario o nombre","@username or name"
"Cancel","","Отказ","Odustani","Cancel","Cancel","Cancel","Cancel","Cancel","Annuler","Cancel","Cancel","Cancel","キャンセル","Cancel","Anuluj","Cancelar","Cancel","Cancel","Cancel","Cancelar","Cancel"
"Leave team","","Напусни отбора","Napusti tim","Leave team","Leave team","Leave team","Leave team","Leave team","Quitter l'équipe","Leave team","Leave team","Leave team","チームを辞める","Leave team","Leave team","Sair da Equipe","Leave team","Leave team","Leave team","Abandonar equipo","Leave team"
"Add a team member","","Add a team member","Dodaj član timu","Add a team member","Add a team member","Add a team member","Add a team member","Add a team member","Ajouter un nouveau membre","Add a team member","Add a team member","Add a team member","チームメンバーを追加する","Add a team member","Add a team member","Adicionar um Membro","Add a team member","Add a team member","Add a team member","Añadir un miembro del equipo","Add a team member"
"Leave","","Напусни","Napusti","Leave","Leave","Leave","Leave","Leave","Quitter","Leave","Leave","Leave","辞める","Leave","Opuść","Sair","Leave","Leave","Leave","Abandonar","Leave"
"Recent searches","","Recent searches","Nedavne pretrage","Recent searches","Recent searches","Recent searches","Recent searches","Recent searches","Recherches récentes","Recent searches","Recent searches","Recent searches","最近の検索","Recent searches","Recent searches","Pesquisas Recentes","Recent searches","Recent searches","Recent searches","Búsquedas recientes","Recent searches"
